symbol,strike,iv,last_price,expiry,type,underlying_price,moneyyyyy,expiry_dt,T,d2,exercise_prob
TSLA US 05/15/26 P590 Equity,590.0,0.4486898,174.75,5/15/2026,Put,409.7727,ITM,2026-05-15,0.2299794661190965,-1.7695899261494672,0.9616022608816912
TSLA US 05/15/26 P600 Equity,600.0,0.4635955,190.78,5/15/2026,Put,409.798,ITM,2026-05-15,0.2299794661190965,-1.7950468403890827,0.9636768813171437
TSLA US 05/15/26 P610 Equity,610.0,0.4720388,177.88,5/15/2026,Put,409.8638,ITM,2026-05-15,0.2299794661190965,-1.839261075119417,0.9670616023344549
TSLA US 05/15/26 P620 Equity,620.0,0.4842044,194.09,5/15/2026,Put,409.7727,ITM,2026-05-15,0.2299794661190965,-1.8697942550759705,0.9692438027707407
TSLA US 05/15/26 P630 Equity,630.0,0.49612920000000005,203.55,5/15/2026,Put,409.82,ITM,2026-05-15,0.2299794661190965,-1.8972669500415669,0.971103642685954
TSLA US 05/15/26 P650 Equity,650.0,0.5284776,240.27,5/15/2026,Put,409.7668,ITM,2026-05-15,0.2299794661190965,-1.9199992596564694,0.9725710035385783
TSLA US 05/15/26 P660 Equity,660.0,0.5448628999999999,229.0,5/15/2026,Put,409.82,ITM,2026-05-15,0.2299794661190965,-1.9279331020109554,0.9730682761309081
TSLA US 05/15/26 P680 Equity,680.0,0.5668151,241.75,5/15/2026,Put,409.765,ITM,2026-05-15,0.2299794661190965,-1.9739085262815017,0.975803927451987
TSLA US 05/15/26 P690 Equity,690.0,0.576947,265.11,5/15/2026,Put,409.75,ITM,2026-05-15,0.2299794661190965,-1.9969566522384972,0.9770850539409497
TSLA US 05/15/26 P700 Equity,700.0,0.5925294999999999,281.56,5/15/2026,Put,409.765,ITM,2026-05-15,0.2299794661190965,-2.002322856914446,0.9773749903627889
TSLA US 05/15/26 P710 Equity,710.0,0.6124347,264.0,5/15/2026,Put,409.798,ITM,2026-05-15,0.2299794661190965,-1.9946566083121653,0.9769598275067962
TSLA US 05/15/26 P730 Equity,730.0,0.6298184,283.25,5/15/2026,Put,409.798,ITM,2026-05-15,0.2299794661190965,-2.0397974398381185,0.9793147475356835
TSLA US 05/15/26 P800 Equity,800.0,0.7125252000000001,363.07,5/15/2026,Put,409.8638,ITM,2026-05-15,0.2299794661190965,-2.107893427318757,0.9824798955550652
TSLA US 06/18/26 C10 Equity,10.0,2.9001900000000003,406.1,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.434178439700778,0.9242393259695302
TSLA US 06/18/26 C15 Equity,15.0,2.46888,420.91,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.6623151036650146,0.9517751945047125
TSLA US 06/18/26 C20 Equity,20.0,2.29255,406.09,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.6735165286966043,0.9528871722728361
TSLA US 06/18/26 C25 Equity,25.0,2.118906,413.05,6/18/2026,Call,409.735,ITM,2026-06-18,0.32306639288158795,1.72795097215635,0.9580014926675913
TSLA US 06/18/26 C30 Equity,30.0,1.9820760000000002,379.06,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,1.7658926899858733,0.9612930730852901
TSLA US 06/18/26 C35 Equity,35.0,1.85199,374.07,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.820138276616659,0.9656310250635943
TSLA US 06/18/26 C40 Equity,40.0,1.7249029999999999,361.15,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.892939290260661,0.9708170282798663
TSLA US 06/18/26 C60 Equity,60.0,1.4588990000000002,346.99,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.9140901225531777,0.9721956793038099
TSLA US 06/18/26 C70 Equity,70.0,1.354552,351.16,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,1.9227644335972394,0.9727451796712754
TSLA US 06/18/26 C95 Equity,95.0,1.197086,339.38,6/18/2026,Call,409.84,ITM,2026-06-18,0.32306639288158795,1.8225788544550516,0.9658163996629259
TSLA US 06/18/26 C100 Equity,100.0,0.8379352,313.94,6/18/2026,Call,409.7727,ITM,2026-06-18,0.32306639288158795,2.7436053499535693,0.9969615727127825
TSLA US 06/18/26 C105 Equity,105.0,0.6470465,309.27,6/18/2026,Call,409.765,ITM,2026-06-18,0.32306639288158795,3.544800378803666,0.9998035447348051
TSLA US 06/18/26 C110 Equity,110.0,1.096982,306.39,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.8131012031841796,0.9650918931761497
TSLA US 06/18/26 C115 Equity,115.0,1.088543,322.6,6/18/2026,Call,409.84,ITM,2026-06-18,0.32306639288158795,1.7602930999193196,0.9608209382489443
TSLA US 06/18/26 C120 Equity,120.0,1.043372,319.9,6/18/2026,Call,409.84,ITM,2026-06-18,0.32306639288158795,1.7909674649042218,0.9633507419273342
TSLA US 06/18/26 C125 Equity,125.0,1.030446,304.76,6/18/2026,Call,409.74,ITM,2026-06-18,0.32306639288158795,1.750711498292243,0.9600021910952368
TSLA US 06/18/26 C135 Equity,135.0,0.9605283,279.35,6/18/2026,Call,409.84,ITM,2026-06-18,0.32306639288158795,1.7788149843916004,0.9623649501427232
TSLA US 06/18/26 C140 Equity,140.0,0.8914062,274.5,6/18/2026,Call,409.7727,ITM,2026-06-18,0.32306639288158795,1.8854582331475371,0.9703160008432414
TSLA US 06/18/26 C145 Equity,145.0,0.9185675999999999,304.5,6/18/2026,Call,409.785,ITM,2026-06-18,0.32306639288158795,1.7473426850001008,0.9597110434881764
TSLA US 06/18/26 C150 Equity,150.0,0.8052997999999999,271.45,6/18/2026,Call,409.83,ITM,2026-06-18,0.32306639288158795,1.9881938193727895,0.9766048708583458
TSLA US 06/18/26 C155 Equity,155.0,0.9381013,265.26,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.5750554905238354,0.9423781816901436
TSLA US 06/18/26 C160 Equity,160.0,0.8444702,279.63,6/18/2026,Call,409.765,ITM,2026-06-18,0.32306639288158795,1.739435472059941,0.9590209033384656
TSLA US 06/18/26 C165 Equity,165.0,0.8021339999999999,269.1,6/18/2026,Call,409.7727,ITM,2026-06-18,0.32306639288158795,1.7884887242958694,0.963151403385315
TSLA US 06/18/26 C170 Equity,170.0,0.7865613,243.42,6/18/2026,Call,409.735,ITM,2026-06-18,0.32306639288158795,1.7658569775833857,0.9612900767123427
TSLA US 06/18/26 C175 Equity,175.0,0.7709283,236.51,6/18/2026,Call,409.765,ITM,2026-06-18,0.32306639288158795,1.7446548118434781,0.9594775132004748
TSLA US 06/18/26 C180 Equity,180.0,0.757992,233.79,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.7167703857751262,0.9569894330591792
TSLA US 06/18/26 C185 Equity,185.0,0.747417,238.07,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.6826188323167413,0.9537755481787913
TSLA US 06/18/26 C190 Equity,190.0,0.7403505,223.92,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.6392132045612133,0.9494155676234375
TSLA US 06/18/26 C195 Equity,195.0,0.7174114,219.93,6/18/2026,Call,409.785,ITM,2026-06-18,0.32306639288158795,1.6410942612509904,0.9496110750857593
TSLA US 06/18/26 C200 Equity,200.0,0.7232536,214.35,6/18/2026,Call,409.67,ITM,2026-06-18,0.32306639288158795,1.562260983714638,0.9408867403114884
TSLA US 06/18/26 C210 Equity,210.0,0.6980618,214.5,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.5110365386045077,0.9346104291020492
TSLA US 06/18/26 C220 Equity,220.0,0.6566145,195.11,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.506071544426194,0.9339755957460282
TSLA US 06/18/26 C230 Equity,230.0,0.6328168000000001,185.47,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,1.4525790680582022,0.9268296693599026
TSLA US 06/18/26 C240 Equity,240.0,0.6178042,177.2,6/18/2026,Call,409.71,ITM,2026-06-18,0.32306639288158795,1.3750357737698784,0.9154398228853926
TSLA US 06/18/26 C250 Equity,250.0,0.5902219,168.5,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.3342941729044717,0.9089462667186945
TSLA US 06/18/26 C260 Equity,260.0,0.5721954,158.07,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.2663085669995413,0.8972986845015098
TSLA US 06/18/26 C270 Equity,270.0,0.5572099,149.03,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,1.1896641958562741,0.8829107983930207
TSLA US 06/18/26 C280 Equity,280.0,0.5504491,138.5,6/18/2026,Call,409.84,ITM,2026-06-18,0.32306639288158795,1.092230911374937,0.8626341905674487
TSLA US 06/18/26 C290 Equity,290.0,0.5350213,129.9,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,1.0170674118193674,0.8454393191590923
TSLA US 06/18/26 C300 Equity,300.0,0.5221696,124.65,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,0.9352690113124629,0.8251751594156356
TSLA US 06/18/26 C310 Equity,310.0,0.5099534,115.15,6/18/2026,Call,409.79,ITM,2026-06-18,0.32306639288158795,0.8513219661073773,0.8027047369784502
TSLA US 06/18/26 C320 Equity,320.0,0.5042953,105.35,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,0.7530040271513152,0.7742762529829166
TSLA US 06/18/26 C330 Equity,330.0,0.49556330000000004,97.2,6/18/2026,Call,409.74,ITM,2026-06-18,0.32306639288158795,0.6619463966174721,0.7459972121874819
TSLA US 06/18/26 C335 Equity,335.0,0.49364490000000005,95.45,6/18/2026,Call,409.8638,ITM,2026-06-18,0.32306639288158795,0.6130928324751884,0.7300925203899512
TSLA US 06/18/26 C340 Equity,340.0,0.48870600000000003,89.25,6/18/2026,Call,409.71,ITM,2026-06-18,0.32306639288158795,0.5674242522879681,0.714787011707871
TSLA US 06/18/26 C345 Equity,345.0,0.4891725,85.7,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,0.514463185117163,0.6965359034247397
TSLA US 06/18/26 C350 Equity,350.0,0.4819171,81.76,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,0.47426150662214234,0.6823432811914564
TSLA US 06/18/26 C355 Equity,355.0,0.4842359,76.5,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,0.4191391005316218,0.6624427618932038
TSLA US 06/18/26 C360 Equity,360.0,0.47690899999999997,76.55,6/18/2026,Call,409.79,ITM,2026-06-18,0.32306639288158795,0.3781065404928316,0.6473242751173834
TSLA US 06/18/26 C365 Equity,365.0,0.47753059999999997,71.65,6/18/2026,Call,409.79,ITM,2026-06-18,0.32306639288158795,0.3264427867156508,0.6279553150840347
TSLA US 06/18/26 C370 Equity,370.0,0.47318040000000006,68.35,6/18/2026,Call,409.735,ITM,2026-06-18,0.32306639288158795,0.2808409485741123,0.6105838027053724
TSLA US 06/18/26 C375 Equity,375.0,0.4734082,65.05,6/18/2026,Call,409.75,ITM,2026-06-18,0.32306639288158795,0.23082757273377721,0.5912756201699239
TSLA US 06/18/26 C380 Equity,380.0,0.46951529999999997,62.65,6/18/2026,Call,409.71,ITM,2026-06-18,0.32306639288158795,0.18496524727300492,0.5733718530723219
TSLA US 06/18/26 C385 Equity,385.0,0.4699426,57.83,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,0.1364194451365622,0.5542551488084974
TSLA US 06/18/26 C390 Equity,390.0,0.4658321,56.0,6/18/2026,Call,409.74,ITM,2026-06-18,0.32306639288158795,0.09070164178376516,0.5361351669719885
TSLA US 06/18/26 C395 Equity,395.0,0.4633355,51.3,6/18/2026,Call,409.74,ITM,2026-06-18,0.32306639288158795,0.04424115664456974,0.517643912052529
TSLA US 06/18/26 C400 Equity,400.0,0.46236879999999997,50.95,6/18/2026,Call,409.798,ITM,2026-06-18,0.32306639288158795,-0.0024411948260650066,0.4990261051364956
TSLA US 06/18/26 C405 Equity,405.0,0.46095030000000004,47.84,6/18/2026,Call,409.82,ITM,2026-06-18,0.32306639288158795,-0.04885064696083963,0.48051915994338207
TSLA US 06/18/26 C410 Equity,410.0,0.4599158,46.04,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-0.09582318595931999,0.4618305011798838
TSLA US 06/18/26 C415 Equity,415.0,0.4589928,42.93,6/18/2026,Call,409.8638,OTM,2026-06-18,0.32306639288158795,-0.141028812805075,0.44392359024487765
TSLA US 06/18/26 C420 Equity,420.0,0.4581891,40.78,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-0.18787151397469617,0.42548868682289437
TSLA US 06/18/26 C425 Equity,425.0,0.4575159,39.75,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.23282347695056554,0.40794924092869234
TSLA US 06/18/26 C430 Equity,430.0,0.4569874,37.12,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-0.27805848697064184,0.3904837310662481
TSLA US 06/18/26 C435 Equity,435.0,0.4560844,34.88,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.32245326410213454,0.3735546691214674
TSLA US 06/18/26 C440 Equity,440.0,0.45562869999999994,32.75,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-0.3662514797605024,0.35708871573171425
TSLA US 06/18/26 C445 Equity,445.0,0.4551044,31.42,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.41045361833417376,0.3407366103622136
TSLA US 06/18/26 C450 Equity,450.0,0.4545316,29.0,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.45389363865942944,0.3249526911851452
TSLA US 06/18/26 C455 Equity,455.0,0.45451590000000003,27.74,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.4966725222900388,0.3097100011557395
TSLA US 06/18/26 C460 Equity,460.0,0.4541561,26.03,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-0.538802583716802,0.2950115403239715
TSLA US 06/18/26 C465 Equity,465.0,0.4539004,25.4,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-0.5817160624019034,0.28037897521840094
TSLA US 06/18/26 C470 Equity,470.0,0.4536526,23.15,6/18/2026,Call,409.71,OTM,2026-06-18,0.32306639288158795,-0.6237500585236346,0.26639587120891944
TSLA US 06/18/26 C475 Equity,475.0,0.453445,22.1,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-0.6641427011785668,0.2532994911489817
TSLA US 06/18/26 C480 Equity,480.0,0.45339060000000003,20.57,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-0.7046164591823495,0.24052447641730396
TSLA US 06/18/26 C485 Equity,485.0,0.4534821,19.4,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-0.7452511131565732,0.22805996431414133
TSLA US 06/18/26 C490 Equity,490.0,0.4534521,18.25,6/18/2026,Call,409.79,OTM,2026-06-18,0.32306639288158795,-0.7848410499951526,0.21627338432217247
TSLA US 06/18/26 C495 Equity,495.0,0.4536336,17.52,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-0.8242414108879508,0.20490120080059016
TSLA US 06/18/26 C500 Equity,500.0,0.4537525,16.15,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-0.8623520645854909,0.19424690514282011
TSLA US 06/18/26 C505 Equity,505.0,0.4541597,15.25,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-0.9009927361220721,0.18379609092100752
TSLA US 06/18/26 C510 Equity,510.0,0.4542404,14.45,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-0.9391110891864122,0.1738368556894781
TSLA US 06/18/26 C515 Equity,515.0,0.45468359999999997,12.72,6/18/2026,Call,409.79,OTM,2026-06-18,0.32306639288158795,-0.9759620629939834,0.16454163225462914
TSLA US 06/18/26 C520 Equity,520.0,0.45526629999999996,13.0,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-1.0120990579135767,0.15574534639977028
TSLA US 06/18/26 C525 Equity,525.0,0.45545949999999996,12.25,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-1.0491904429305192,0.14704523818701198
TSLA US 06/18/26 C530 Equity,530.0,0.45637819999999996,11.5,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-1.0839030074784395,0.13920390301044022
TSLA US 06/18/26 C535 Equity,535.0,0.456405,10.57,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-1.1202883148263016,0.1312954599668924
TSLA US 06/18/26 C540 Equity,540.0,0.4571759,10.17,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-1.1540036274325507,0.12424934087927064
TSLA US 06/18/26 C550 Equity,550.0,0.4587276,9.15,6/18/2026,Call,409.74,OTM,2026-06-18,0.32306639288158795,-1.2222909056540725,0.11079881857884455
TSLA US 06/18/26 C560 Equity,560.0,0.4599054,8.0,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-1.2882171664437763,0.09883518897702509
TSLA US 06/18/26 C570 Equity,570.0,0.46182290000000004,7.03,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-1.3516194790248244,0.08824853784092968
TSLA US 06/18/26 C580 Equity,580.0,0.4628417,6.58,6/18/2026,Call,409.67,OTM,2026-06-18,0.32306639288158795,-1.4162851872091977,0.07834601150136249
TSLA US 06/18/26 C590 Equity,590.0,0.4654972,5.31,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-1.4727515782426537,0.07040901663061047
TSLA US 06/18/26 C600 Equity,600.0,0.4673005,5.05,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-1.531369031848252,0.06283910664357857
TSLA US 06/18/26 C610 Equity,610.0,0.4686796,4.5,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-1.5896943407886013,0.0559518599702866
TSLA US 06/18/26 C620 Equity,620.0,0.4707603,3.8,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-1.645302035619633,0.0499537701373066
TSLA US 06/18/26 C630 Equity,630.0,0.47320999999999996,3.65,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-1.6973620656625639,0.0448141148831691
TSLA US 06/18/26 C640 Equity,640.0,0.4758265,3.35,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-1.7477408107313774,0.04025445930830847
TSLA US 06/18/26 C650 Equity,650.0,0.4776781,2.98,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-1.799552116582656,0.03596569383590367
TSLA US 06/18/26 C660 Equity,660.0,0.4801798,2.79,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-1.8473311896242184,0.0323495776223388
TSLA US 06/18/26 C670 Equity,670.0,0.4823135,2.46,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-1.894998055616975,0.029046329634017563
TSLA US 06/18/26 C680 Equity,680.0,0.4846908,2.03,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-1.9412532451348323,0.026113783809029092
TSLA US 06/18/26 C690 Equity,690.0,0.4871774,1.89,6/18/2026,Call,409.8638,OTM,2026-06-18,0.32306639288158795,-1.984472874815024,0.023601574529455088
TSLA US 06/18/26 C700 Equity,700.0,0.48948790000000003,1.8,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.0287101085352437,0.021243912846414248
TSLA US 06/18/26 C710 Equity,710.0,0.4920534,1.58,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-2.0701128981863004,0.01922088665456912
TSLA US 06/18/26 C720 Equity,720.0,0.4944535,1.47,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-2.111668565808984,0.017357443500875876
TSLA US 06/18/26 C730 Equity,730.0,0.49687420000000004,1.52,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-2.151526930277787,0.015717316277547338
TSLA US 06/18/26 C740 Equity,740.0,0.49987679999999995,1.4,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-2.1877848875131387,0.014342637608797603
TSLA US 06/18/26 C750 Equity,750.0,0.5027039,1.23,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-2.22465920129959,0.013052062553036644
TSLA US 06/18/26 C760 Equity,760.0,0.504618,1.19,6/18/2026,Call,409.77,OTM,2026-06-18,0.32306639288158795,-2.263316080009459,0.01180810587475244
TSLA US 06/18/26 C770 Equity,770.0,0.5073678,1.16,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-2.2979795167985864,0.010781477479834307
TSLA US 06/18/26 C780 Equity,780.0,0.5104148,0.9,6/18/2026,Call,409.735,OTM,2026-06-18,0.32306639288158795,-2.33071742116837,0.009884132477644822
TSLA US 06/18/26 C790 Equity,790.0,0.5133664,0.83,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-2.3623967848352674,0.009078598385304304
TSLA US 06/18/26 C800 Equity,800.0,0.5163687,0.75,6/18/2026,Call,409.87,OTM,2026-06-18,0.32306639288158795,-2.392347849704438,0.008370483802980435
TSLA US 06/18/26 C810 Equity,810.0,0.5189109,0.83,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-2.424435391278098,0.007666105618570901
TSLA US 06/18/26 C820 Equity,820.0,0.5220594,0.76,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-2.4531130659772287,0.007081290746850827
TSLA US 06/18/26 C830 Equity,830.0,0.5246721,1.33,6/18/2026,Call,409.71,OTM,2026-06-18,0.32306639288158795,-2.483924817394537,0.006497161958046591
TSLA US 06/18/26 C840 Equity,840.0,0.5285627,0.68,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.5069933163130824,0.006088150703744035
TSLA US 06/18/26 C850 Equity,850.0,0.5308911,0.64,6/18/2026,Call,409.735,OTM,2026-06-18,0.32306639288158795,-2.537047152267391,0.005589594790582731
TSLA US 06/18/26 C860 Equity,860.0,0.5342684,0.48,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.5609321574516795,0.005219586968213227
TSLA US 06/18/26 C870 Equity,870.0,0.5373507,0.47,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.5858409712721846,0.004857086926354037
TSLA US 06/18/26 C880 Equity,880.0,0.5400453000000001,0.44,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.611698830300903,0.004504679098062592
TSLA US 06/18/26 C890 Equity,890.0,0.5439387,0.51,6/18/2026,Call,409.84,OTM,2026-06-18,0.32306639288158795,-2.6314265560239622,0.004251362131211298
TSLA US 06/18/26 C900 Equity,900.0,0.5474195000000001,0.39,6/18/2026,Call,409.83,OTM,2026-06-18,0.32306639288158795,-2.6526550437753094,0.0039930720545194665
TSLA US 06/18/26 C910 Equity,910.0,0.5504224,0.47,6/18/2026,Call,409.7727,OTM,2026-06-18,0.32306639288158795,-2.6756516772495202,0.003729205797361701
TSLA US 06/18/26 C920 Equity,920.0,0.5535234,0.44,6/18/2026,Call,409.735,OTM,2026-06-18,0.32306639288158795,-2.697449694987018,0.003493642047519915
TSLA US 06/18/26 C930 Equity,930.0,0.5564070999999999,0.64,6/18/2026,Call,409.67,OTM,2026-06-18,0.32306639288158795,-2.719790135869685,0.00326616800836144
TSLA US 06/18/26 C940 Equity,940.0,0.5592202000000001,0.35,6/18/2026,Call,409.75,OTM,2026-06-18,0.32306639288158795,-2.7407374693732462,0.0030650733191308305
TSLA US 06/18/26 C950 Equity,950.0,0.5632602,0.31,6/18/2026,Call,409.798,OTM,2026-06-18,0.32306639288158795,-2.756055113321404,0.0029251569206271504
TSLA US 06/18/26 C960 Equity,960.0,0.5672799,0.31,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-2.771111702563136,0.0027932629255176165
TSLA US 06/18/26 C970 Equity,970.0,0.5690486,0.28,6/18/2026,Call,409.82,OTM,2026-06-18,0.32306639288158795,-2.795541537927037,0.0025906421519854483
TSLA US 06/18/26 C980 Equity,980.0,0.572291,0.29,6/18/2026,Call,409.765,OTM,2026-06-18,0.32306639288158795,-2.813484212729961,0.0024503896276207504
TSLA US 06/18/26 C990 Equity,990.0,0.575859,0.26,6/18/2026,Call,409.8638,OTM,2026-06-18,0.32306639288158795,-2.828354549045467,0.002339397847091138
TSLA US 06/18/26 P5 Equity,5.0,2.430859,0.01,6/18/2026,Put,409.765,OTM,2026-06-18,0.32306639288158795,2.5051679758438725,0.006119662561277405
TSLA US 06/18/26 P10 Equity,10.0,2.1287409999999998,0.01,6/18/2026,Put,409.7727,OTM,2026-06-18,0.32306639288158795,2.4717606163448944,0.006722475615917741
TSLA US 06/18/26 P15 Equity,15.0,1.8769040000000001,0.04,6/18/2026,Put,409.83,OTM,2026-06-18,0.32306639288158795,2.5762175344533724,0.004994389086997712
TSLA US 06/18/26 P20 Equity,20.0,1.7637280000000002,0.01,6/18/2026,Put,409.84,OTM,2026-06-18,0.32306639288158795,2.5209769504962956,0.00585147588539824
TSLA US 06/18/26 P25 Equity,25.0,1.6686619999999999,0.05,6/18/2026,Put,409.7727,OTM,2026-06-18,0.32306639288158795,2.4847291712815505,0.006482501401943018
TSLA US 06/18/26 P30 Equity,30.0,1.5873240000000002,0.03,6/18/2026,Put,409.798,OTM,2026-06-18,0.32306639288158795,2.457455291855069,0.006996261303548328
TSLA US 06/18/26 P35 Equity,35.0,1.835722,1.09,6/18/2026,Put,409.82,OTM,2026-06-18,0.32306639288158795,1.8456071535985117,0.03247463353166653
TSLA US 06/18/26 P40 Equity,40.0,1.682875,0.04,6/18/2026,Put,409.735,OTM,2026-06-18,0.32306639288158795,1.9642392446428518,0.024751176829274246
TSLA US 06/18/26 P45 Equity,45.0,1.68615,0.01,6/18/2026,Put,409.798,OTM,2026-06-18,0.32306639288158795,1.8358280476315596,0.03319154595129375
TSLA US 06/18/26 P50 Equity,50.0,1.3016130000000001,0.05,6/18/2026,Put,409.82,OTM,2026-06-18,0.32306639288158795,2.4867006281538755,0.006446692335940554
TSLA US 06/18/26 P60 Equity,60.0,1.3678620000000001,0.07,6/18/2026,Put,409.82,OTM,2026-06-18,0.32306639288158795,2.0950163247088436,0.018084770663323885
TSLA US 06/18/26 P70 Equity,70.0,1.1672669999999998,0.13,6/18/2026,Put,409.735,OTM,2026-06-18,0.32306639288158795,2.346202551432795,0.00948289877328943
TSLA US 06/18/26 P75 Equity,75.0,1.139982,0.14,6/18/2026,Put,409.735,OTM,2026-06-18,0.32306639288158795,2.31157393028639,0.010400587330446341
TSLA US 06/18/26 P80 Equity,80.0,1.133789,0.17,6/18/2026,Put,409.84,OTM,2026-06-18,0.32306639288158795,2.22797982283532,0.012940930267468613
TSLA US 06/18/26 P85 Equity,85.0,1.0614270000000001,0.2,6/18/2026,Put,409.71,OTM,2026-06-18,0.32306639288158795,2.3213889042258264,0.010132931921683607
TSLA US 06/18/26 P90 Equity,90.0,1.0476860000000001,0.25,6/18/2026,Put,409.798,OTM,2026-06-18,0.32306639288158795,2.264072398656563,0.011784831137395558
TSLA US 06/18/26 P95 Equity,95.0,1.031358,0.24,6/18/2026,Put,409.84,OTM,2026-06-18,0.32306639288158795,2.217213749608858,0.013304244225368593
TSLA US 06/18/26 P100 Equity,100.0,1.0136539999999998,0.24,6/18/2026,Put,409.84,OTM,2026-06-18,0.32306639288158795,2.1770615322281457,0.014737988357057669
