symbol,strike,iv,last_price,expiry,type,underlying_price,moneyyyyy,expiry_dt,T,d2,exercise_prob
TSLA US 01/21/28 P200 Equity,200.0,0.5526363,17.15,1/21/2028,Put,409.84,OTM,2028-01-21,1.9164955509924708,0.6303966973960724,0.26421753553394545
TSLA US 01/21/28 P210 Equity,210.0,0.5469679,19.45,1/21/2028,Put,409.79,OTM,2028-01-21,1.9164955509924708,0.580222211964195,0.2808823883096736
TSLA US 01/21/28 P220 Equity,220.0,0.5418576,21.52,1/21/2028,Put,409.75,OTM,2028-01-21,1.9164955509924708,0.5306565600468529,0.2978283968324541
TSLA US 01/21/28 P230 Equity,230.0,0.5372132,24.45,1/21/2028,Put,409.798,OTM,2028-01-21,1.9164955509924708,0.4820884595417148,0.314871553800864
TSLA US 01/21/28 P240 Equity,240.0,0.5329705,27.13,1/21/2028,Put,409.798,OTM,2028-01-21,1.9164955509924708,0.43414094281191784,0.33209304777968873
TSLA US 01/21/28 P250 Equity,250.0,0.5290414,29.3,1/21/2028,Put,409.78,OTM,2028-01-21,1.9164955509924708,0.38702690035431964,0.3493681466238715
TSLA US 01/21/28 P260 Equity,260.0,0.5256284,33.14,1/21/2028,Put,409.7727,OTM,2028-01-21,1.9164955509924708,0.34035641314032716,0.36679406930556424
TSLA US 01/21/28 P270 Equity,270.0,0.5226109999999999,35.63,1/21/2028,Put,409.82,OTM,2028-01-21,1.9164955509924708,0.2945060600766906,0.38418561668784973
TSLA US 01/21/28 P280 Equity,280.0,0.5197552000000001,38.98,1/21/2028,Put,409.84,OTM,2028-01-21,1.9164955509924708,0.24961324658359407,0.40144322675841
TSLA US 01/21/28 P290 Equity,290.0,0.5172673,42.55,1/21/2028,Put,409.82,OTM,2028-01-21,1.9164955509924708,0.20519421892576808,0.41871019298977796
TSLA US 01/21/28 P300 Equity,300.0,0.5149411,47.0,1/21/2028,Put,409.798,OTM,2028-01-21,1.9164955509924708,0.16171716145023077,0.43576429477560696
TSLA US 01/21/28 P310 Equity,310.0,0.5126333000000001,50.17,1/21/2028,Put,409.8638,OTM,2028-01-21,1.9164955509924708,0.11966960749244529,0.452372438505585
TSLA US 01/21/28 P320 Equity,320.0,0.510762,54.25,1/21/2028,Put,409.71,OTM,2028-01-21,1.9164955509924708,0.07727184610348244,0.4692036437397577
TSLA US 01/21/28 P330 Equity,330.0,0.5090465,58.58,1/21/2028,Put,409.75,OTM,2028-01-21,1.9164955509924708,0.036384073257399126,0.4854880567353374
TSLA US 01/21/28 P340 Equity,340.0,0.5074839999999999,63.0,1/21/2028,Put,409.7727,OTM,2028-01-21,1.9164955509924708,-0.0037510258472854105,0.5014964392961612
TSLA US 01/21/28 P350 Equity,350.0,0.504984,67.14,1/21/2028,Put,409.7727,OTM,2028-01-21,1.9164955509924708,-0.04176491051487141,0.5166569460275074
TSLA US 01/21/28 P360 Equity,360.0,0.5036733999999999,73.35,1/21/2028,Put,409.765,OTM,2028-01-21,1.9164955509924708,-0.0804853082891816,0.5320743596938713
TSLA US 01/21/28 P370 Equity,370.0,0.5025135000000001,77.17,1/21/2028,Put,409.74,OTM,2028-01-21,1.9164955509924708,-0.11853636168693588,0.5471786571417212
TSLA US 01/21/28 P380 Equity,380.0,0.5016496,84.0,1/21/2028,Put,409.71,OTM,2028-01-21,1.9164955509924708,-0.1560497201140614,0.562003084873697
TSLA US 01/21/28 P390 Equity,390.0,0.5007923000000001,87.9,1/21/2028,Put,409.765,OTM,2028-01-21,1.9164955509924708,-0.19240267842659725,0.576286602741393
TSLA US 01/21/28 P400 Equity,400.0,0.5001202,93.22,1/21/2028,Put,409.765,OTM,2028-01-21,1.9164955509924708,-0.22829789281185295,0.590292668698877
TSLA US 01/21/28 P410 Equity,410.0,0.4993983,99.05,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.26331689154738863,0.6038468293074113
TSLA US 01/21/28 P420 Equity,420.0,0.4988785,104.6,1/21/2028,Put,409.71,ITM,2028-01-21,1.9164955509924708,-0.29798471511105984,0.6171425852175623
TSLA US 01/21/28 P430 Equity,430.0,0.4984678,111.24,1/21/2028,Put,409.83,ITM,2028-01-21,1.9164955509924708,-0.3313359377536422,0.6298046257391554
TSLA US 01/21/28 P440 Equity,440.0,0.49811289999999997,119.49,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.36445456870573806,0.6422407033874422
TSLA US 01/21/28 P450 Equity,450.0,0.498155,122.47,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-0.39726332565514627,0.6544133555996057
TSLA US 01/21/28 P460 Equity,460.0,0.4976177,129.79,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.42882558908246304,0.6659749224070037
TSLA US 01/21/28 P470 Equity,470.0,0.4973482,135.3,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-0.459830659906919,0.6771811128675326
TSLA US 01/21/28 P480 Equity,480.0,0.4973436,149.75,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.49049642128927406,0.6881086692083516
TSLA US 01/21/28 P490 Equity,490.0,0.49690840000000003,146.17,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-0.5202074218523175,0.6985404935168659
TSLA US 01/21/28 P500 Equity,500.0,0.49709699999999996,155.72,1/21/2028,Put,409.79,ITM,2028-01-21,1.9164955509924708,-0.5496566580387933,0.7087225550799413
TSLA US 01/21/28 P510 Equity,510.0,0.49692279999999994,162.69,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.5784554243586778,0.718521658030691
TSLA US 01/21/28 P520 Equity,520.0,0.4969529,174.77,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.6066872726428364,0.7279707649324569
TSLA US 01/21/28 P530 Equity,530.0,0.4969769,188.32,1/21/2028,Put,409.84,ITM,2028-01-21,1.9164955509924708,-0.6341387253959245,0.7370048540245225
TSLA US 01/21/28 P540 Equity,540.0,0.4971334,190.35,1/21/2028,Put,409.67,ITM,2028-01-21,1.9164955509924708,-0.6619186907646326,0.7459883337302631
TSLA US 01/21/28 P550 Equity,550.0,0.4970794,189.8,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.688048511951704,0.7542888837884837
TSLA US 01/21/28 P560 Equity,560.0,0.4972106,194.45,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.7142258389595866,0.7624562291912108
TSLA US 01/21/28 P570 Equity,570.0,0.4971707,199.09,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.7399439220248614,0.770332989025492
TSLA US 01/21/28 P580 Equity,580.0,0.49719499999999994,216.55,1/21/2028,Put,409.735,ITM,2028-01-21,1.9164955509924708,-0.7655102702667104,0.7780161234135516
TSLA US 01/21/28 P600 Equity,600.0,0.49725790000000003,230.75,1/21/2028,Put,409.735,ITM,2028-01-21,1.9164955509924708,-0.8147479857245713,0.7923917101010917
TSLA US 01/21/28 P610 Equity,610.0,0.4971906,225.6,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.8384784592166469,0.7991189796581166
TSLA US 01/21/28 P620 Equity,620.0,0.49725810000000004,247.0,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-0.8622467719472413,0.8057241316928281
TSLA US 01/21/28 P630 Equity,630.0,0.4960136,249.8,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.8858184303691581,0.8121423116614652
TSLA US 01/21/28 P640 Equity,640.0,0.4955547,257.53,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.9089588012453401,0.8183140633880923
TSLA US 01/21/28 P650 Equity,650.0,0.49612,270.48,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-0.931279227684375,0.8241454279131576
TSLA US 01/21/28 P660 Equity,660.0,0.49561689999999997,272.95,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-0.9538578784029301,0.8299222063274715
TSLA US 01/21/28 P670 Equity,670.0,0.49594970000000005,284.6,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-0.9755809372909681,0.8353639125398802
TSLA US 01/21/28 P680 Equity,680.0,0.4962931,292.75,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-0.9970614862546661,0.8406326670780475
TSLA US 01/21/28 P690 Equity,690.0,0.4959905,300.95,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.0183947661509287,0.8457548057564284
TSLA US 01/21/28 P700 Equity,700.0,0.4966796,312.98,1/21/2028,Put,409.84,ITM,2028-01-21,1.9164955509924708,-1.0387123950888704,0.8505307426298832
TSLA US 01/21/28 P710 Equity,710.0,0.4959443,314.24,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.060043049934553,0.8554374926654493
TSLA US 01/21/28 P720 Equity,720.0,0.495916,325.65,1/21/2028,Put,409.75,ITM,2028-01-21,1.9164955509924708,-1.080607236032329,0.8600640688056358
TSLA US 01/21/28 P730 Equity,730.0,0.4964656,328.7,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.1000699785838466,0.864349183453704
TSLA US 01/21/28 P750 Equity,750.0,0.49668819999999997,342.08,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.1391935993979545,0.8726887926929383
TSLA US 01/21/28 P770 Equity,770.0,0.49642090000000005,352.64,1/21/2028,Put,409.735,ITM,2028-01-21,1.9164955509924708,-1.1779551745204135,0.8805927614703302
TSLA US 01/21/28 P790 Equity,790.0,0.4964508,379.1,1/21/2028,Put,409.71,ITM,2028-01-21,1.9164955509924708,-1.2153247297445184,0.8878788682247447
TSLA US 01/21/28 P800 Equity,800.0,0.49600310000000003,399.09,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-1.2337296256308257,0.8913481646761995
TSLA US 01/21/28 P810 Equity,810.0,0.49616140000000003,388.73,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.251718868854407,0.8946638389702755
TSLA US 01/21/28 P830 Equity,830.0,0.4996222,419.3,1/21/2028,Put,409.7799,ITM,2028-01-21,1.9164955509924708,-1.2831515824542583,0.9002805124846629
TSLA US 01/21/28 P840 Equity,840.0,0.5010996999999999,426.0,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-1.2987269759501476,0.902981178517825
TSLA US 01/21/28 P850 Equity,850.0,0.4978047,451.0,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-1.3199192925734453,0.9065690172298135
TSLA US 01/21/28 P870 Equity,870.0,0.4963599,464.35,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-1.3555763666886158,0.9123830022298325
TSLA US 01/21/28 P880 Equity,880.0,0.49623249999999997,475.7,1/21/2028,Put,409.7727,ITM,2028-01-21,1.9164955509924708,-1.37238432918304,0.9150280870483687
TSLA US 01/21/28 P890 Equity,890.0,0.4959652,484.5,1/21/2028,Put,409.71,ITM,2028-01-21,1.9164955509924708,-1.3894339127349513,0.9176495780203258
TSLA US 01/21/28 P900 Equity,900.0,0.496319,494.0,1/21/2028,Put,409.69,ITM,2028-01-21,1.9164955509924708,-1.4052658499230344,0.9200288803612287
TSLA US 01/21/28 P910 Equity,910.0,0.4941087,500.75,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-1.4241754698286684,0.9228021580343615
TSLA US 01/21/28 P920 Equity,920.0,0.4953718,509.1,1/21/2028,Put,409.84,ITM,2028-01-21,1.9164955509924708,-1.4381560058831693,0.9248051026374057
TSLA US 01/21/28 P930 Equity,930.0,0.495302,520.9,1/21/2028,Put,409.735,ITM,2028-01-21,1.9164955509924708,-1.4544023429773487,0.9270826046219126
TSLA US 01/21/28 P940 Equity,940.0,0.4964103,530.2,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-1.468144416049143,0.9289675005505676
TSLA US 01/21/28 P950 Equity,950.0,0.49621119999999996,540.8,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-1.4836670791703954,0.931051367965345
TSLA US 01/21/28 P960 Equity,960.0,0.49470179999999997,552.4,1/21/2028,Put,409.755,ITM,2028-01-21,1.9164955509924708,-1.5016226366581826,0.933402703085082
TSLA US 01/21/28 P970 Equity,970.0,0.49979219999999996,568.1,1/21/2028,Put,409.765,ITM,2028-01-21,1.9164955509924708,-1.5082817153074775,0.9342587795418869
TSLA US 01/21/28 P980 Equity,980.0,0.5069811,567.0,1/21/2028,Put,409.798,ITM,2028-01-21,1.9164955509924708,-1.5112748668010045,0.9346407826797376
TSLA US 01/21/28 P990 Equity,990.0,0.5068015,582.15,1/21/2028,Put,409.82,ITM,2028-01-21,1.9164955509924708,-1.5259554769273784,0.9364895234824668
TSLA US 06/16/28 C100 Equity,100.0,0.5495677,337.9,6/16/2028,Call,409.82,ITM,2028-06-16,2.31895961670089,1.3501495708324753,0.9115159948085538
TSLA US 06/16/28 C110 Equity,110.0,0.5644444,344.25,6/16/2028,Call,409.8638,ITM,2028-06-16,2.31895961670089,1.1814483125425126,0.8812876624235346
TSLA US 06/16/28 C120 Equity,120.0,0.5598556,310.5,6/16/2028,Call,409.79,ITM,2028-06-16,2.31895961670089,1.0958777410825877,0.8634338593638673
TSLA US 06/16/28 C130 Equity,130.0,0.5542764,331.51,6/16/2028,Call,409.82,ITM,2028-06-16,2.31895961670089,1.0207034619871675,0.8463025230951332
TSLA US 06/16/28 C140 Equity,140.0,0.5390701,327.29,6/16/2028,Call,409.7727,ITM,2028-06-16,2.31895961670089,0.9825620496806527,0.837088484982194
TSLA US 06/16/28 C150 Equity,150.0,0.5397742,287.0,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.8963484940626852,0.8149666666666009
TSLA US 06/16/28 C160 Equity,160.0,0.5372909,270.76,6/16/2028,Call,409.765,ITM,2028-06-16,2.31895961670089,0.8253039559797786,0.7954004767704128
TSLA US 06/16/28 C170 Equity,170.0,0.534687,279.75,6/16/2028,Call,409.7727,ITM,2028-06-16,2.31895961670089,0.7588645976978714,0.7760332207662762
TSLA US 06/16/28 C180 Equity,180.0,0.5320134,277.55,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.6962837823586335,0.7568744362584057
TSLA US 06/16/28 C190 Equity,190.0,0.5287474,267.95,6/16/2028,Call,409.735,ITM,2028-06-16,2.31895961670089,0.6382336060457808,0.7383391879081047
TSLA US 06/16/28 C200 Equity,200.0,0.5263496,247.5,6/16/2028,Call,409.84,ITM,2028-06-16,2.31895961670089,0.5811264249047113,0.7194223748649938
TSLA US 06/16/28 C210 Equity,210.0,0.5229706000000001,245.04,6/16/2028,Call,409.79,ITM,2028-06-16,2.31895961670089,0.5286257560313016,0.7014674551928421
TSLA US 06/16/28 C220 Equity,220.0,0.5219505999999999,233.87,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.4727101253579055,0.6817899991283651
TSLA US 06/16/28 C230 Equity,230.0,0.5195257999999999,225.55,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.4224306290953019,0.6636446373410385
TSLA US 06/16/28 C240 Equity,240.0,0.5175361,222.37,6/16/2028,Call,409.69,ITM,2028-06-16,2.31895961670089,0.3727539368792248,0.6453342055263229
TSLA US 06/16/28 C250 Equity,250.0,0.5167684,220.35,6/16/2028,Call,409.8638,ITM,2028-06-16,2.31895961670089,0.32314235627631416,0.6267062830860661
TSLA US 06/16/28 C260 Equity,260.0,0.5139669,207.47,6/16/2028,Call,409.75,ITM,2028-06-16,2.31895961670089,0.27871563320825327,0.6097684679064559
TSLA US 06/16/28 C270 Equity,270.0,0.5117793,201.5,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.23496998085728135,0.5928839836041929
TSLA US 06/16/28 C280 Equity,280.0,0.5105236,196.05,6/16/2028,Call,409.735,ITM,2028-06-16,2.31895961670089,0.1904855109945556,0.5755356520604316
TSLA US 06/16/28 C290 Equity,290.0,0.5091918,191.15,6/16/2028,Call,409.765,ITM,2028-06-16,2.31895961670089,0.14785335052818246,0.5587707478236599
TSLA US 06/16/28 C300 Equity,300.0,0.5080554,189.7,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.10620166804701299,0.5422888262385146
TSLA US 06/16/28 C310 Equity,310.0,0.5069716,180.68,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,0.06560829425414036,0.5261551572581169
TSLA US 06/16/28 C320 Equity,320.0,0.5066577999999999,174.81,6/16/2028,Call,409.8638,ITM,2028-06-16,2.31895961670089,0.025185526434557393,0.5100465092362321
TSLA US 06/16/28 C330 Equity,330.0,0.5054124999999999,174.85,6/16/2028,Call,409.8638,ITM,2028-06-16,2.31895961670089,-0.012835153944532256,0.49487965500506087
TSLA US 06/16/28 C340 Equity,340.0,0.5053645999999999,170.45,6/16/2028,Call,409.82,ITM,2028-06-16,2.31895961670089,-0.05169374554443393,0.479386360455405
TSLA US 06/16/28 C350 Equity,350.0,0.5039204,163.5,6/16/2028,Call,409.7727,ITM,2028-06-16,2.31895961670089,-0.08756476362313013,0.4651113045597225
TSLA US 06/16/28 C360 Equity,360.0,0.5035153,158.29,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,-0.12367771835887909,0.4507852271819127
TSLA US 06/16/28 C370 Equity,370.0,0.5031013999999999,154.11,6/16/2028,Call,409.798,ITM,2028-06-16,2.31895961670089,-0.1589117712666591,0.4368691932091661
TSLA US 06/16/28 C380 Equity,380.0,0.50258,151.43,6/16/2028,Call,409.71,ITM,2028-06-16,2.31895961670089,-0.19340801714346875,0.42331971860163864
TSLA US 06/16/28 C390 Equity,390.0,0.5023176,145.76,6/16/2028,Call,409.82,ITM,2028-06-16,2.31895961670089,-0.22671615277537127,0.41032223302360493
TSLA US 06/16/28 C400 Equity,400.0,0.5025409,142.37,6/16/2028,Call,409.75,ITM,2028-06-16,2.31895961670089,-0.26026184178296174,0.3973309022158424
TSLA US 06/16/28 C410 Equity,410.0,0.5018048,138.91,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.29168218764388165,0.3852648147458719
TSLA US 06/16/28 C420 Equity,420.0,0.5019119,133.6,6/16/2028,Call,409.79,OTM,2028-06-16,2.31895961670089,-0.3233367399625228,0.37322011628783497
TSLA US 06/16/28 C430 Equity,430.0,0.5017668,131.75,6/16/2028,Call,409.735,OTM,2028-06-16,2.31895961670089,-0.35418008249723854,0.3616019646278978
TSLA US 06/16/28 C440 Equity,440.0,0.5021844999999999,126.1,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-0.38431220309199904,0.35037353221975065
TSLA US 06/16/28 C450 Equity,450.0,0.5017594,122.85,6/16/2028,Call,409.7727,OTM,2028-06-16,2.31895961670089,-0.4135526691047064,0.3396008711799261
TSLA US 06/16/28 C460 Equity,460.0,0.501711,121.5,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.44220579528080695,0.3291701464032786
TSLA US 06/16/28 C470 Equity,470.0,0.502435,121.45,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.4707787833473139,0.3188993585846601
TSLA US 06/16/28 C480 Equity,480.0,0.5017981,116.18,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.4979574174807323,0.3092570280494425
TSLA US 06/16/28 C490 Equity,490.0,0.5023601,116.55,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.5252089833143694,0.2997189603513323
TSLA US 06/16/28 C500 Equity,500.0,0.5025835,110.6,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.551712658007336,0.2905726180776351
TSLA US 06/16/28 C510 Equity,510.0,0.502127,112.9,6/16/2028,Call,409.75,OTM,2028-06-16,2.31895961670089,-0.5775697364923302,0.28177732199477
TSLA US 06/16/28 C520 Equity,520.0,0.5024102,105.55,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.6029027738956743,0.27328668527398936
TSLA US 06/16/28 C530 Equity,530.0,0.5030526,105.0,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.6279758029967359,0.2650098956559137
TSLA US 06/16/28 C540 Equity,540.0,0.5030064,100.27,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-0.6522957889505197,0.2571051880455524
TSLA US 06/16/28 C550 Equity,550.0,0.5033626,98.0,6/16/2028,Call,409.75,OTM,2028-06-16,2.31895961670089,-0.6765372983430399,0.24934978671389507
TSLA US 06/16/28 C560 Equity,560.0,0.5038357,98.22,6/16/2028,Call,409.755,OTM,2028-06-16,2.31895961670089,-0.700090836268765,0.24193528914264606
TSLA US 06/16/28 C570 Equity,570.0,0.504437,94.25,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-0.7230063698328036,0.23483798538460227
TSLA US 06/16/28 C580 Equity,580.0,0.5045822,94.53,6/16/2028,Call,409.71,OTM,2028-06-16,2.31895961670089,-0.746002931554453,0.22783282207379274
TSLA US 06/16/28 C590 Equity,590.0,0.5049718,93.17,6/16/2028,Call,409.735,OTM,2028-06-16,2.31895961670089,-0.7681711584647173,0.2211927529498493
TSLA US 06/16/28 C600 Equity,600.0,0.5054162,87.31,6/16/2028,Call,409.7727,OTM,2028-06-16,2.31895961670089,-0.7898898504426429,0.21479604965010407
TSLA US 06/16/28 C610 Equity,610.0,0.5059834,85.4,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.8112397142936202,0.2086140114439885
TSLA US 06/16/28 C620 Equity,620.0,0.50621,87.27,6/16/2028,Call,409.71,OTM,2028-06-16,2.31895961670089,-0.8325940760721007,0.20253685055259674
TSLA US 06/16/28 C630 Equity,630.0,0.5065748,88.05,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.8530128698253908,0.19682608363180792
TSLA US 06/16/28 C640 Equity,640.0,0.5070256,82.6,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.8733372756146603,0.1912396343436032
TSLA US 06/16/28 C650 Equity,650.0,0.5074721,79.34,6/16/2028,Call,409.765,OTM,2028-06-16,2.31895961670089,-0.893415452906836,0.18581736516655417
TSLA US 06/16/28 C660 Equity,660.0,0.5078055,79.63,6/16/2028,Call,409.84,OTM,2028-06-16,2.31895961670089,-0.9128432044433762,0.18066250593102656
TSLA US 06/16/28 C670 Equity,670.0,0.5083796,75.8,6/16/2028,Call,409.735,OTM,2028-06-16,2.31895961670089,-0.9324416716391806,0.175554158713923
TSLA US 06/16/28 C680 Equity,680.0,0.5086569999999999,74.15,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-0.9512140475488592,0.170747864409814
TSLA US 06/16/28 C690 Equity,690.0,0.509054,70.91,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-0.969978233884443,0.1660286708386799
TSLA US 06/16/28 C700 Equity,700.0,0.5095773,71.36,6/16/2028,Call,409.75,OTM,2028-06-16,2.31895961670089,-0.9884719691659695,0.1614607779572998
TSLA US 06/16/28 C710 Equity,710.0,0.5099365,72.45,6/16/2028,Call,409.84,OTM,2028-06-16,2.31895961670089,-1.0063061734584282,0.15713415586348395
TSLA US 06/16/28 C720 Equity,720.0,0.5104339,68.8,6/16/2028,Call,409.71,OTM,2028-06-16,2.31895961670089,-1.0244842543377466,0.15280330210839727
TSLA US 06/16/28 C730 Equity,730.0,0.5111607,67.16,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.0415087494309525,0.14881974731370334
TSLA US 06/16/28 C740 Equity,740.0,0.5112694,77.44,6/16/2028,Call,409.765,OTM,2028-06-16,2.31895961670089,-1.059100447245076,0.1447770181575292
TSLA US 06/16/28 C750 Equity,750.0,0.5117170999999999,64.79,6/16/2028,Call,409.7727,OTM,2028-06-16,2.31895961670089,-1.076056768666946,0.14095093422563615
TSLA US 06/16/28 C760 Equity,760.0,0.5122095,63.64,6/16/2028,Call,409.83,OTM,2028-06-16,2.31895961670089,-1.0925736140290183,0.13729052651207052
TSLA US 06/16/28 C770 Equity,770.0,0.5125963,63.04,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.1091844507333417,0.13367530952773082
TSLA US 06/16/28 C780 Equity,780.0,0.5136113999999999,61.27,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.124965592294165,0.13030180746720715
TSLA US 06/16/28 C790 Equity,790.0,0.5137541999999999,62.75,6/16/2028,Call,409.87,OTM,2028-06-16,2.31895961670089,-1.140997387528602,0.12693550507642265
TSLA US 06/16/28 C800 Equity,800.0,0.5139426,58.5,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.1570941242661332,0.12361695350362528
TSLA US 06/16/28 C810 Equity,810.0,0.5144158999999999,58.33,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.1726764708640876,0.12046278521300685
TSLA US 06/16/28 C820 Equity,820.0,0.5150698,55.92,6/16/2028,Call,409.83,OTM,2028-06-16,2.31895961670089,-1.1877268427845296,0.11747052237699696
TSLA US 06/16/28 C830 Equity,830.0,0.5153207,54.85,6/16/2028,Call,409.8638,OTM,2028-06-16,2.31895961670089,-1.2028718461443446,0.11451295833982583
TSLA US 06/16/28 C840 Equity,840.0,0.5159512,52.6,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.2177402417913297,0.11166134975402114
TSLA US 06/16/28 C850 Equity,850.0,0.516489,53.0,6/16/2028,Call,409.84,OTM,2028-06-16,2.31895961670089,-1.232275432012034,0.10892310697091012
TSLA US 06/16/28 C860 Equity,860.0,0.5170505,54.56,6/16/2028,Call,409.75,OTM,2028-06-16,2.31895961670089,-1.2469252894787934,0.10621244643796962
TSLA US 06/16/28 C870 Equity,870.0,0.517568,53.6,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.2609856968519386,0.1036570002230342
TSLA US 06/16/28 C880 Equity,880.0,0.5178233999999999,52.68,6/16/2028,Call,409.75,OTM,2028-06-16,2.31895961670089,-1.2753944723444888,0.10108482710277306
TSLA US 06/16/28 C890 Equity,890.0,0.5183825,51.65,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.2890355689241504,0.09869286061839438
TSLA US 06/16/28 C900 Equity,900.0,0.5182678,47.77,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.3032354516010198,0.0962471951738566
TSLA US 06/16/28 C910 Equity,910.0,0.5193254,49.75,6/16/2028,Call,409.7727,OTM,2028-06-16,2.31895961670089,-1.3163086235180674,0.09403523882035508
TSLA US 06/16/28 C920 Equity,920.0,0.5197131,49.35,6/16/2028,Call,409.82,OTM,2028-06-16,2.31895961670089,-1.329580346332441,0.09182828857068909
TSLA US 06/16/28 C930 Equity,930.0,0.5200105,45.7,6/16/2028,Call,409.69,OTM,2028-06-16,2.31895961670089,-1.343325580844405,0.0895832862022321
TSLA US 06/16/28 C940 Equity,940.0,0.5206638,49.05,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.3557911181133475,0.08758281904228149
TSLA US 06/16/28 C950 Equity,950.0,0.5208984,44.75,6/16/2028,Call,409.735,OTM,2028-06-16,2.31895961670089,-1.3690720128119682,0.08548838286857408
TSLA US 06/16/28 C960 Equity,960.0,0.5218358,47.05,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.381022516849659,0.08363601873485299
TSLA US 06/16/28 C970 Equity,970.0,0.5221183,42.15,6/16/2028,Call,409.798,OTM,2028-06-16,2.31895961670089,-1.393738872305774,0.08169823658338482
